image,cluster,dist_to_centroid
4482.jpg,0,0.7305
7677.jpg,13,0.4478
14908.jpg,2,0.6920
19905.jpg,8,0.5323
10188.jpg,6,0.5784
1920.jpg,5,0.7489
889.jpg,0,0.7648
13399.jpg,13,0.4449
11527.jpg,11,0.5347
14295.jpg,16,0.7611
4821.jpg,0,0.5953
9509.jpg,19,0.8433
9572.jpg,1,0.5222
19897.jpg,13,0.5851
5508.jpg,13,0.4811
14279.jpg,18,0.7271
4295.jpg,0,0.7561
18471.jpg,7,0.7252
3507.jpg,2,0.7504
4671.jpg,14,0.5292
18751.jpg,19,0.5967
17972.jpg,19,0.7980
6132.jpg,8,0.6621
1032.jpg,2,0.6802
11659.jpg,5,0.9107
1523.jpg,1,0.5773
13937.jpg,14,0.5172
17176.jpg,13,0.4663
4318.jpg,15,0.7433
14328.jpg,15,0.7909
15446.jpg,0,0.7435
3827.jpg,2,0.7495
2343.jpg,15,0.6499
16550.jpg,10,0.6170
18420.jpg,9,0.6662
19868.jpg,8,0.5643
19467.jpg,19,0.7286
1611.jpg,9,0.8066
17560.jpg,13,0.5511
5283.jpg,1,0.6069
19810.jpg,6,0.5868
15888.jpg,9,0.7051
1625.jpg,16,0.8110
4510.jpg,14,0.5796
18075.jpg,2,0.7830
14809.jpg,14,0.6594
15454.jpg,19,0.5828
14468.jpg,0,0.5575
14102.jpg,4,0.7071
12140.jpg,0,0.5723
4844.jpg,2,0.6457
13422.jpg,11,0.5301
15615.jpg,15,0.8008
12123.jpg,2,0.7959
5225.jpg,4,0.6557
19562.jpg,19,0.7241
558.jpg,3,0.5126
4289.jpg,19,0.6335
13290.jpg,4,0.6458
13407.jpg,10,0.6630
13844.jpg,3,0.7432
5150.jpg,11,0.6800
18627.jpg,5,0.9227
14911.jpg,2,0.7649
4907.jpg,13,0.5503
2496.jpg,14,0.6404
9938.jpg,0,0.6731
19350.jpg,0,0.6435
2622.jpg,14,0.7214
1502.jpg,3,0.5792
11786.jpg,16,0.6160
6832.jpg,13,0.6172
13453.jpg,0,0.6407
15266.jpg,6,0.7941
14049.jpg,9,0.5881
16404.jpg,10,0.6596
13190.jpg,16,0.9017
15371.jpg,12,0.6629
10260.jpg,0,0.6239
4605.jpg,5,0.7698
9111.jpg,2,0.7034
12242.jpg,7,0.6471
14870.jpg,18,0.7722
1081.jpg,10,0.5617
10970.jpg,9,0.7411
19865.jpg,13,0.4687
15194.jpg,7,0.7593
4419.jpg,6,0.6653
9049.jpg,19,0.5991
3356.jpg,14,0.5220
7474.jpg,7,0.6508
541.jpg,18,0.7882
18752.jpg,10,0.6207
11824.jpg,1,0.6278
7552.jpg,19,0.7036
10224.jpg,9,0.7038
2213.jpg,9,0.7247
15048.jpg,14,0.4903
18355.jpg,16,0.7894
18522.jpg,19,0.6592
9826.jpg,3,0.6383
16058.jpg,3,0.6518
13279.jpg,13,0.4235
10913.jpg,11,0.5190
1449.jpg,3,0.5918
8762.jpg,15,0.8143
7355.jpg,11,0.6691
1850.jpg,8,0.6355
12029.jpg,15,0.7353
6646.jpg,5,0.8390
11164.jpg,11,0.6961
1711.jpg,0,0.7764
18765.jpg,12,0.8069
11325.jpg,5,0.8895
2262.jpg,2,0.6831
3201.jpg,2,0.6768
4213.jpg,9,0.7156
10957.jpg,13,0.5120
12687.jpg,4,0.7420
12644.jpg,5,0.8137
6455.jpg,6,0.5958
202.jpg,13,0.6112
9342.jpg,2,0.7560
11519.jpg,14,0.4824
14411.jpg,2,0.7729
12104.jpg,16,0.6821
19940.jpg,18,0.6939
5619.jpg,19,0.6895
17394.jpg,19,0.6378
2795.jpg,1,0.5755
2610.jpg,2,0.7485
6097.jpg,19,0.6145
3010.jpg,7,0.5834
14013.jpg,7,0.6459
5817.jpg,3,0.5595
19308.jpg,4,0.6929
9154.jpg,15,0.5612
18011.jpg,9,0.7226
8178.jpg,2,0.7116
17868.jpg,15,0.7231
15286.jpg,16,0.6592
7328.jpg,2,0.8009
2479.jpg,2,0.7287
17621.jpg,12,0.7763
15430.jpg,5,0.8008
2119.jpg,8,0.5448
306.jpg,19,0.5888
11071.jpg,15,0.7579
2854.jpg,7,0.7935
5178.jpg,4,0.6856
11764.jpg,11,0.5283
5589.jpg,13,0.4975
13688.jpg,3,0.5806
3136.jpg,13,0.5114
13745.jpg,6,0.6050
9809.jpg,5,0.7751
3765.jpg,14,0.6170
11451.jpg,11,0.5043
1278.jpg,3,0.5941
14271.jpg,9,0.6137
13090.jpg,11,0.6680
19835.jpg,15,0.6793
11343.jpg,1,0.6186
12771.jpg,16,0.8596
10043.jpg,6,0.6878
17249.jpg,13,0.4234
876.jpg,2,0.6693
4274.jpg,2,0.7321
2575.jpg,7,0.8318
18363.jpg,0,0.6160
15177.jpg,11,0.5247
10598.jpg,19,0.5598
14118.jpg,5,0.9474
15117.jpg,2,0.8109
4588.jpg,4,0.6812
15016.jpg,15,0.7785
4512.jpg,2,0.8198
7319.jpg,18,0.8530
18080.jpg,16,0.6355
11276.jpg,17,0.7051
4236.jpg,6,0.6140
14159.jpg,13,0.5544
8468.jpg,1,0.7149
14701.jpg,7,0.8322
6044.jpg,5,0.7403
6103.jpg,15,0.7035
3128.jpg,4,0.5839
250.jpg,3,0.6382
3779.jpg,10,0.7781
6321.jpg,2,0.6865
8633.jpg,2,0.7696
13515.jpg,5,0.8227
9262.jpg,7,0.7712
12040.jpg,0,0.5933
19706.jpg,5,0.6380
13998.jpg,18,0.7332
3541.jpg,19,0.6095
1264.jpg,6,0.6314
8177.jpg,5,0.9369
14721.jpg,15,0.6830
6720.jpg,10,0.7086
12519.jpg,6,0.6968
11279.jpg,3,0.6321
11062.jpg,15,0.7414
12943.jpg,0,0.6699
6128.jpg,0,0.6523
15470.jpg,5,0.7397
9685.jpg,7,0.6329
5344.jpg,11,0.6120
6681.jpg,7,0.7940
213.jpg,10,0.6570
8416.jpg,18,0.7816
15127.jpg,4,0.6909
17807.jpg,2,0.6688
12202.jpg,5,0.8747
18344.jpg,4,0.6963
4262.jpg,13,0.4136
15404.jpg,0,0.6202
4458.jpg,10,0.5972
17146.jpg,19,0.6478
14835.jpg,5,0.7435
1892.jpg,4,0.6432
1963.jpg,8,0.6132
18800.jpg,12,0.6762
17784.jpg,8,0.5232
11435.jpg,19,0.6867
2647.jpg,7,0.6762
9522.jpg,0,0.6816
7838.jpg,16,0.7462
1768.jpg,7,0.6430
5076.jpg,3,0.7483
895.jpg,16,0.7104
2749.jpg,13,0.5690
1445.jpg,8,0.5120
10469.jpg,4,0.6471
11629.jpg,14,0.5100
14073.jpg,11,0.6329
4005.jpg,1,0.6377
6898.jpg,3,0.6779
7334.jpg,13,0.6061
2235.jpg,13,0.6227
2449.jpg,1,0.5547
10380.jpg,14,0.6525
5625.jpg,15,0.7129
3970.jpg,8,0.5532
6633.jpg,1,0.4811
14784.jpg,16,0.7290
2250.jpg,0,0.7826
9061.jpg,5,0.7069
5596.jpg,19,0.5274
5472.jpg,5,0.8011
13115.jpg,0,0.7463
18372.jpg,13,0.5448
1924.jpg,18,0.6488
3609.jpg,2,0.7408
17859.jpg,19,0.6156
8324.jpg,3,0.6009
14940.jpg,13,0.4041
13224.jpg,2,0.6787
2413.jpg,14,0.7056
17751.jpg,8,0.5801
3300.jpg,9,0.8318
6510.jpg,3,0.7732
8785.jpg,5,0.7275
11627.jpg,4,0.6883
18364.jpg,5,0.8303
16185.jpg,11,0.5196
17246.jpg,16,0.8415
15933.jpg,14,0.6183
15719.jpg,19,0.6922
3932.jpg,15,0.6658
11858.jpg,8,0.4905
7289.jpg,13,0.5214
12849.jpg,10,0.6195
15870.jpg,7,0.8054
17308.jpg,15,0.6144
4353.jpg,19,0.7336
18827.jpg,9,0.7385
15119.jpg,11,0.5312
3804.jpg,8,0.4662
17104.jpg,8,0.5336
650.jpg,12,0.7695
5550.jpg,19,0.6315
9996.jpg,5,0.8417
10662.jpg,7,0.5736
18093.jpg,13,0.6319
11569.jpg,13,0.4489
15596.jpg,4,0.6411
14489.jpg,16,0.7582
15757.jpg,2,0.6956
12061.jpg,10,0.6141
5764.jpg,18,0.8516
17173.jpg,16,0.6866
7413.jpg,9,0.7016
19165.jpg,14,0.5368
6693.jpg,7,0.6779
9862.jpg,4,0.6438
3719.jpg,8,0.6735
7491.jpg,0,0.5836
19673.jpg,1,0.6463
18225.jpg,3,0.5127
1734.jpg,17,0.6553
10966.jpg,15,0.7643
13336.jpg,19,0.7753
19232.jpg,12,0.6541
16421.jpg,11,0.5818
3088.jpg,13,0.6873
5475.jpg,11,0.6767
18884.jpg,3,0.6878
3134.jpg,7,0.6505
17855.jpg,13,0.5708
5540.jpg,1,0.8944
10919.jpg,2,0.7934
9581.jpg,13,0.6203
14744.jpg,11,0.6818
19792.jpg,9,0.7576
12319.jpg,11,0.5299
8530.jpg,16,0.6844
15116.jpg,6,0.5825
1779.jpg,15,0.6597
7689.jpg,15,0.6618
4433.jpg,13,0.5753
18635.jpg,1,0.5938
12153.jpg,14,0.6356
10522.jpg,11,0.6954
3215.jpg,19,0.6950
2839.jpg,10,0.5872
6242.jpg,11,0.5444
14263.jpg,2,0.7730
4637.jpg,7,0.6782
12805.jpg,3,0.5438
1553.jpg,9,0.7995
19818.jpg,3,0.6035
10253.jpg,2,0.8082
19841.jpg,13,0.4486
1724.jpg,7,0.6404
11662.jpg,16,0.8172
13996.jpg,13,0.6093
6997.jpg,10,0.6386
8267.jpg,16,0.6521
12016.jpg,3,0.5774
18215.jpg,6,0.5105
12089.jpg,6,0.5773
3543.jpg,7,0.8527
6822.jpg,3,0.5881
12725.jpg,16,0.7651
18881.jpg,13,0.5918
4757.jpg,3,0.6514
15188.jpg,19,0.5442
19066.jpg,9,0.6492
4559.jpg,2,0.7462
14855.jpg,17,0.6154
17383.jpg,3,0.5548
6876.jpg,11,0.6055
18594.jpg,10,0.5711
18402.jpg,5,0.8951
14336.jpg,7,0.6387
1813.jpg,5,0.7867
19824.jpg,2,0.7476
12560.jpg,7,0.8405
16797.jpg,16,0.7604
13391.jpg,5,0.7889
8428.jpg,8,0.4910
267.jpg,8,0.5022
19053.jpg,14,0.5497
529.jpg,4,0.5826
7662.jpg,8,0.6291
12414.jpg,13,0.5321
9483.jpg,2,0.9084
11249.jpg,19,0.6319
8910.jpg,5,0.7720
5766.jpg,4,0.7332
6085.jpg,16,0.6322
7227.jpg,6,0.5426
17375.jpg,4,0.6505
16042.jpg,2,0.7312
6042.jpg,18,0.7540
19043.jpg,0,0.5984
14746.jpg,4,0.5606
9461.jpg,3,0.5189
10042.jpg,6,0.5382
15018.jpg,5,0.8271
4931.jpg,14,0.4141
15306.jpg,13,0.5846
6927.jpg,8,0.4357
2445.jpg,6,0.5550
2317.jpg,0,0.5376
3757.jpg,10,0.6696
1873.jpg,4,0.5821
742.jpg,3,0.6928
12632.jpg,4,0.6801
17938.jpg,10,0.8135
19607.jpg,19,0.7292
18629.jpg,13,0.5337
16134.jpg,13,0.6672
1592.jpg,17,0.6292
19834.jpg,19,0.6595
5590.jpg,13,0.4492
19689.jpg,19,0.6948
16690.jpg,2,0.6792
18103.jpg,5,0.7347
15731.jpg,15,0.8267
7495.jpg,16,0.7209
13357.jpg,17,0.5865
4420.jpg,2,0.6550
14256.jpg,14,0.5636
2177.jpg,3,0.5230
16787.jpg,10,0.4450
14160.jpg,2,0.7535
9757.jpg,3,0.6558
5815.jpg,3,0.5929
17294.jpg,7,0.6712
1078.jpg,12,0.7160
15665.jpg,3,0.6104
5258.jpg,8,0.4528
9803.jpg,18,0.7742
4556.jpg,8,0.5091
8276.jpg,17,0.6538
646.jpg,5,0.8844
16760.jpg,13,0.5621
16844.jpg,19,0.7167
3822.jpg,7,0.6746
6123.jpg,14,0.4775
6622.jpg,10,0.5734
3617.jpg,7,0.6887
12694.jpg,13,0.5073
18825.jpg,19,0.5861
10668.jpg,19,0.7209
8817.jpg,11,0.6494
18950.jpg,15,0.6839
2506.jpg,11,0.4963
15912.jpg,18,0.6202
7497.jpg,3,0.7410
11783.jpg,14,0.6279
7576.jpg,19,0.8206
706.jpg,0,0.6813
17826.jpg,13,0.5831
11772.jpg,8,0.4867
19374.jpg,2,0.9316
8212.jpg,9,0.9467
18133.jpg,3,0.7158
10282.jpg,4,0.7460
4868.jpg,11,0.6890
12551.jpg,11,0.8443
17277.jpg,10,0.5704
7521.jpg,16,0.7522
3670.jpg,18,0.6369
12733.jpg,16,0.6674
11339.jpg,1,0.5016
18357.jpg,9,0.6305
5923.jpg,17,0.6822
14712.jpg,19,0.7155
16020.jpg,3,0.6859
31.jpg,3,0.5919
4333.jpg,19,0.6044
17055.jpg,7,0.5987
3579.jpg,3,0.6280
11433.jpg,16,0.6845
7180.jpg,7,0.6523
1585.jpg,9,0.6434
719.jpg,15,0.7283
4006.jpg,13,0.5544
7314.jpg,8,0.4930
19517.jpg,7,0.6485
16739.jpg,7,0.7436
15635.jpg,4,0.6754
3157.jpg,2,0.7616
4796.jpg,2,0.8407
7802.jpg,11,0.5371
5530.jpg,16,0.7081
18699.jpg,19,0.5620
7545.jpg,3,0.5445
19647.jpg,18,0.7637
1065.jpg,7,0.6016
2994.jpg,7,0.7185
1122.jpg,4,0.8270
14184.jpg,7,0.7883
3238.jpg,19,0.6464
4179.jpg,1,0.5307
15102.jpg,4,0.7114
8831.jpg,7,0.5950
530.jpg,2,0.7170
1161.jpg,6,0.6528
17716.jpg,12,0.6997
9783.jpg,4,0.7135
5548.jpg,19,0.6870
3281.jpg,15,0.7324
4528.jpg,11,0.5794
7548.jpg,19,0.6270
11785.jpg,1,0.5612
17886.jpg,15,0.7421
12950.jpg,11,0.6587
4358.jpg,16,0.7596
15321.jpg,5,0.8251
8084.jpg,3,0.6274
10525.jpg,1,0.6826
10817.jpg,0,0.6850
15775.jpg,0,0.6907
619.jpg,18,0.7778
1100.jpg,9,0.7312
15213.jpg,5,0.8941
16361.jpg,16,0.7330
16651.jpg,3,0.6973
17657.jpg,5,0.7935
12576.jpg,16,0.6477
14342.jpg,14,0.6026
9241.jpg,13,0.5636
17318.jpg,6,0.6421
8996.jpg,14,0.5633
4135.jpg,5,0.7756
6125.jpg,8,0.6210
13200.jpg,14,0.5260
13018.jpg,5,0.8503
13113.jpg,13,0.4954
11412.jpg,8,0.5310
2851.jpg,19,0.6978
7519.jpg,7,0.6617
9474.jpg,13,0.6230
3038.jpg,3,0.5827
4159.jpg,1,0.6417
14286.jpg,9,0.7276
1887.jpg,0,0.6830
8264.jpg,16,0.6789
2375.jpg,6,0.7427
12533.jpg,13,0.7060
14132.jpg,14,0.5527
18208.jpg,3,0.6258
3357.jpg,3,0.6565
14518.jpg,9,0.6094
1818.jpg,3,0.5904
14540.jpg,8,0.5290
3874.jpg,14,0.5996
10173.jpg,14,0.6308
9521.jpg,3,0.6108
6333.jpg,13,0.5283
18282.jpg,3,0.5329
8045.jpg,13,0.5346
15107.jpg,1,0.5439
4065.jpg,12,0.8464
19745.jpg,9,0.7983
12798.jpg,3,0.5204
11322.jpg,14,0.5005
1785.jpg,15,0.6759
16143.jpg,0,0.7043
2460.jpg,5,0.8328
15317.jpg,16,0.7955
3377.jpg,19,0.5320
17539.jpg,6,0.5914
4291.jpg,14,0.5871
14444.jpg,13,0.5687
18131.jpg,0,0.7754
7066.jpg,8,0.4340
15365.jpg,13,0.5381
13541.jpg,13,0.5109
16817.jpg,2,0.6697
7209.jpg,0,0.6718
18607.jpg,11,0.6776
11894.jpg,5,0.9147
14226.jpg,6,0.4493
16762.jpg,3,0.5895
218.jpg,0,0.7548
16370.jpg,6,0.4914
2225.jpg,13,0.4355
15259.jpg,5,0.9382
445.jpg,16,0.6649
15249.jpg,16,0.7304
10400.jpg,8,0.6278
6787.jpg,16,0.6762
3729.jpg,19,0.7212
9653.jpg,2,0.6390
14876.jpg,2,0.7765
1015.jpg,8,0.5955
8364.jpg,13,0.4441
7417.jpg,16,0.7721
4201.jpg,11,0.5358
5871.jpg,7,0.7079
5256.jpg,13,0.4687
10872.jpg,13,0.4911
8215.jpg,10,0.5612
2798.jpg,2,0.7288
5265.jpg,13,0.6659
18854.jpg,7,0.6465
6837.jpg,5,0.6845
8101.jpg,5,0.9181
8075.jpg,19,0.6823
15084.jpg,14,0.5182
5818.jpg,9,0.6063
6236.jpg,19,0.7057
14097.jpg,1,0.6149
2809.jpg,14,0.5626
6289.jpg,14,0.7061
16257.jpg,13,0.5214
13893.jpg,2,0.6262
3336.jpg,15,0.6777
13385.jpg,7,0.7271
3058.jpg,6,0.7182
14453.jpg,6,0.6743
4068.jpg,0,0.6838
5458.jpg,4,0.6132
4837.jpg,14,0.5309
5671.jpg,10,0.5478
3744.jpg,13,0.4806
412.jpg,8,0.4721
6940.jpg,5,0.6878
1242.jpg,0,0.7307
3182.jpg,11,0.6635
11730.jpg,15,0.8364
8379.jpg,2,0.7321
3167.jpg,19,0.6461
3518.jpg,13,0.5829
1071.jpg,18,0.6937
15499.jpg,16,0.6732
6061.jpg,1,0.6453
17835.jpg,5,0.7845
1061.jpg,11,0.5870
2310.jpg,1,0.5884
16476.jpg,3,0.6181
504.jpg,6,0.7287
12327.jpg,12,0.7660
11606.jpg,6,0.6115
820.jpg,1,0.6029
15247.jpg,16,0.6940
1582.jpg,6,0.7135
5312.jpg,4,0.6131
8533.jpg,14,0.6071
13122.jpg,4,0.8059
1357.jpg,6,0.5684
12341.jpg,16,0.7156
6021.jpg,6,0.6150
9071.jpg,2,0.7886
7613.jpg,0,0.7428
16498.jpg,7,0.6231
19466.jpg,6,0.6747
18943.jpg,0,0.7266
14840.jpg,13,0.6286
6795.jpg,16,0.7118
12919.jpg,7,0.5473
14570.jpg,7,0.6931
669.jpg,5,0.8448
18580.jpg,10,0.6700
940.jpg,7,0.6454
8232.jpg,6,0.6423
5295.jpg,8,0.5655
7508.jpg,8,0.4992
16023.jpg,3,0.5496
6326.jpg,17,0.8291
12048.jpg,17,0.6370
18339.jpg,14,0.6089
11349.jpg,16,0.6524
12492.jpg,0,0.7001
5434.jpg,13,0.5171
14011.jpg,10,0.6484
8756.jpg,6,0.5923
4042.jpg,14,0.4974
490.jpg,1,0.6943
4007.jpg,2,0.8050
17054.jpg,2,0.6908
7072.jpg,8,0.5362
6332.jpg,19,0.6277
19929.jpg,19,0.6049
16496.jpg,0,0.7083
11609.jpg,14,0.5284
6095.jpg,11,0.5660
17001.jpg,19,0.6953
10258.jpg,9,0.7805
1470.jpg,11,0.6227
19575.jpg,3,0.6447
1219.jpg,7,0.6476
8604.jpg,14,0.5988
16541.jpg,14,0.5753
9305.jpg,15,0.6578
5346.jpg,19,0.5644
3971.jpg,6,0.6582
14655.jpg,9,0.6518
2401.jpg,16,0.8116
16757.jpg,14,0.6002
6650.jpg,7,0.9563
3370.jpg,10,0.5760
16596.jpg,2,0.5855
11922.jpg,14,0.4626
4014.jpg,13,0.6372
14164.jpg,5,0.7239
18391.jpg,8,0.6095
10455.jpg,19,0.7851
3035.jpg,10,0.6699
775.jpg,7,0.8360
19998.jpg,7,0.6769
15841.jpg,5,0.7848
2860.jpg,19,0.6577
13933.jpg,13,0.5617
3542.jpg,4,0.7183
11121.jpg,5,0.8889
3310.jpg,6,0.6273
6676.jpg,19,0.6579
18267.jpg,10,0.6527
448.jpg,13,0.4143
15369.jpg,6,0.5573
3570.jpg,13,0.5103
17245.jpg,15,0.7470
12072.jpg,3,0.5169
12477.jpg,19,0.6637
10807.jpg,7,0.6754
10670.jpg,16,0.6541
15409.jpg,11,0.7719
18780.jpg,2,0.6748
12064.jpg,13,0.6162
11732.jpg,2,0.7910
840.jpg,13,0.5353
780.jpg,3,0.6945
1959.jpg,2,0.6807
12400.jpg,16,0.6200
16889.jpg,10,0.5346
1807.jpg,13,0.5348
16586.jpg,3,0.5444
3939.jpg,12,0.8358
523.jpg,3,0.6473
4400.jpg,11,0.5783
19633.jpg,14,0.5301
17447.jpg,14,0.5825
2452.jpg,19,0.6091
5213.jpg,11,0.6591
494.jpg,15,0.7230
12735.jpg,7,0.7503
777.jpg,16,0.7225
9177.jpg,12,0.8484
3673.jpg,3,0.6233
11760.jpg,13,0.4584
9344.jpg,6,0.5709
18724.jpg,2,0.6887
2960.jpg,14,0.5748
17242.jpg,8,0.6166
14965.jpg,11,0.5148
106.jpg,5,0.7597
4290.jpg,5,0.6667
16576.jpg,17,0.7171
13860.jpg,9,0.6605
17880.jpg,5,0.8250
17904.jpg,14,0.6202
14203.jpg,6,0.5865
7247.jpg,14,0.5451
16441.jpg,7,0.6963
11766.jpg,19,0.5630
420.jpg,2,0.7718
16521.jpg,19,0.5513
19704.jpg,5,0.7039
8053.jpg,18,0.6854
3488.jpg,13,0.5066
16364.jpg,8,0.6062
11078.jpg,6,0.5612
17067.jpg,2,0.7177
14900.jpg,6,0.6213
13378.jpg,13,0.6407
12166.jpg,19,0.7647
7116.jpg,5,0.8239
6680.jpg,5,0.9176
18092.jpg,3,0.5851
9944.jpg,12,0.6748
3807.jpg,13,0.5211
8921.jpg,7,0.5886
3427.jpg,16,0.7079
3386.jpg,4,0.7022
2630.jpg,11,0.5488
10390.jpg,13,0.4737
9754.jpg,3,0.6004
6025.jpg,3,0.7093
9559.jpg,14,0.5933
14333.jpg,7,0.7301
12231.jpg,5,0.8169
6029.jpg,13,0.6077
2048.jpg,19,0.6806
13646.jpg,12,0.7128
9066.jpg,12,0.7866
6783.jpg,14,0.5388
5631.jpg,1,0.4835
1988.jpg,3,0.6559
13678.jpg,4,0.6104
2434.jpg,15,0.6373
13838.jpg,3,0.5069
6493.jpg,5,0.7187
8445.jpg,4,0.8082
1415.jpg,13,0.6217
8418.jpg,1,0.6873
5796.jpg,3,0.6931
9275.jpg,13,0.4977
6062.jpg,10,0.5304
8034.jpg,12,0.7905
2609.jpg,7,0.7210
10046.jpg,13,0.4808
14925.jpg,19,0.7531
730.jpg,1,0.6561
12561.jpg,2,0.7583
12302.jpg,11,0.5489
8126.jpg,6,0.6480
8265.jpg,3,0.6461
623.jpg,3,0.7249
13104.jpg,19,0.5869
11950.jpg,9,0.6675
3775.jpg,14,0.5767
744.jpg,18,0.7892
10468.jpg,5,0.8376
12334.jpg,6,0.5910
10273.jpg,13,0.5369
16357.jpg,19,0.5641
9729.jpg,2,0.6665
6059.jpg,14,0.7447
14239.jpg,15,0.8021
2483.jpg,13,0.5757
15764.jpg,13,0.5925
10290.jpg,14,0.5431
13099.jpg,16,0.6515
14717.jpg,15,0.6304
10932.jpg,8,0.5166
12247.jpg,7,0.8767
5205.jpg,5,0.7880
17485.jpg,9,0.7154
19376.jpg,13,0.5828
12020.jpg,0,0.6675
5278.jpg,4,0.8190
9988.jpg,3,0.6939
18473.jpg,13,0.5766
17974.jpg,19,0.6409
5866.jpg,8,0.5821
16426.jpg,11,0.7019
19140.jpg,6,0.5195
2572.jpg,3,0.6097
11932.jpg,15,0.8622
1804.jpg,6,0.5211
18974.jpg,3,0.6686
13936.jpg,13,0.5715
2950.jpg,1,0.6580
10774.jpg,16,0.6435
4953.jpg,15,0.8127
5956.jpg,16,0.7079
745.jpg,16,0.7251
374.jpg,1,0.7717
19289.jpg,12,0.8261
9001.jpg,2,0.5559
18150.jpg,7,0.6794
3455.jpg,8,0.5483
10565.jpg,19,0.5272
11081.jpg,8,0.5817
18528.jpg,2,0.7252
7101.jpg,16,0.7664
17126.jpg,17,0.7409
17574.jpg,18,0.6621
4207.jpg,2,0.6484
11915.jpg,16,0.7417
18740.jpg,5,0.7729
4682.jpg,16,0.7147
17884.jpg,1,0.6196
11317.jpg,9,0.6855
11444.jpg,8,0.5125
15738.jpg,19,0.6940
2830.jpg,10,0.5127
12628.jpg,11,0.6993
1117.jpg,7,0.6507
12235.jpg,16,0.7619
14884.jpg,6,0.5224
3116.jpg,10,0.7945
3270.jpg,11,0.6109
863.jpg,19,0.6583
19777.jpg,3,0.6267
4678.jpg,7,0.5508
15792.jpg,5,0.7227
16754.jpg,0,0.7314
2635.jpg,17,0.6702
1946.jpg,9,0.6665
15243.jpg,17,0.5907
18072.jpg,5,0.8905
19004.jpg,14,0.5707
2779.jpg,2,0.7240
17647.jpg,13,0.5890
11763.jpg,15,0.7250
6136.jpg,6,0.5264
4490.jpg,2,0.7556
9044.jpg,2,0.7795
720.jpg,16,0.7661
9335.jpg,9,0.5798
3599.jpg,2,0.7709
7638.jpg,19,0.6881
5698.jpg,1,0.6290
19826.jpg,8,0.4647
4836.jpg,7,0.6738
7423.jpg,13,0.5455
13822.jpg,1,0.6159
17645.jpg,2,0.7203
18033.jpg,14,0.5678
7815.jpg,3,0.6414
14066.jpg,5,0.7460
17352.jpg,4,0.6520
16028.jpg,8,0.5763
6735.jpg,3,0.6955
18068.jpg,4,0.7356
17075.jpg,19,0.5590
17391.jpg,4,0.7198
4995.jpg,1,0.5855
11690.jpg,13,0.5566
15559.jpg,3,0.7198
17583.jpg,2,0.7443
7927.jpg,13,0.7057
3846.jpg,7,0.6645
14532.jpg,3,0.6472
16642.jpg,12,0.7749
12700.jpg,5,0.7464
422.jpg,4,0.6280
18438.jpg,16,0.7817
11195.jpg,2,0.7446
8624.jpg,3,0.5283
6815.jpg,16,0.6298
11523.jpg,0,0.7308
8548.jpg,4,0.7090
17676.jpg,13,0.5604
11718.jpg,6,0.5252
5255.jpg,15,0.7353
5156.jpg,19,0.6401
16613.jpg,5,0.8052
6465.jpg,11,0.5903
12304.jpg,0,0.6339
9976.jpg,15,0.6807
11068.jpg,13,0.5791
2435.jpg,4,0.6585
200.jpg,13,0.6813
2000.jpg,11,0.5892
15868.jpg,11,0.4581
3930.jpg,3,0.5472
12168.jpg,6,0.7421
8471.jpg,15,0.6462
16278.jpg,16,0.8147
7567.jpg,17,0.6700
3849.jpg,0,0.7571
5368.jpg,19,0.7806
17517.jpg,3,0.6567
7469.jpg,1,0.6110
4839.jpg,14,0.6445
10915.jpg,6,0.6847
8331.jpg,10,0.6943
90.jpg,13,0.5900
15558.jpg,5,0.7879
16247.jpg,14,0.6478
9599.jpg,13,0.5189
2279.jpg,16,0.7544
19036.jpg,4,0.6416
13777.jpg,6,0.5931
12739.jpg,6,0.5237
3701.jpg,6,0.5358
18587.jpg,12,0.7533
13989.jpg,19,0.6937
7100.jpg,6,0.5733
11920.jpg,13,0.4383
16221.jpg,13,0.4289
7067.jpg,18,0.5902
19911.jpg,0,0.5906
16525.jpg,9,0.6040
12042.jpg,19,0.6906
5587.jpg,4,0.7772
9451.jpg,7,0.7120
2214.jpg,11,0.5347
14021.jpg,0,0.5717
6386.jpg,2,0.8924
17628.jpg,15,0.5856
7062.jpg,13,0.4258
19990.jpg,14,0.5010
5670.jpg,0,0.7028
9309.jpg,7,0.7607
3072.jpg,14,0.6646
2920.jpg,8,0.6423
4016.jpg,4,0.7451
3442.jpg,4,0.6877
1992.jpg,3,0.5841
10477.jpg,3,0.6348
2841.jpg,7,0.6517
3722.jpg,19,0.6997
6776.jpg,2,0.8352
435.jpg,9,0.6874
14750.jpg,19,0.6625
8378.jpg,3,0.4863
13206.jpg,11,0.6840
14853.jpg,18,0.6911
4508.jpg,1,0.7576
5583.jpg,7,0.6192
155.jpg,16,0.6760
16040.jpg,14,0.6479
16236.jpg,2,0.6717
10110.jpg,9,0.7352
13223.jpg,15,0.7263
7499.jpg,2,0.7165
12536.jpg,0,0.6250
2078.jpg,2,0.8054
3711.jpg,3,0.5773
17110.jpg,0,0.6910
11246.jpg,16,0.7625
12512.jpg,0,0.6427
5192.jpg,3,0.6243
3271.jpg,2,0.7365
10555.jpg,0,0.7733
11635.jpg,2,0.8861
5286.jpg,9,0.5908
19459.jpg,3,0.5510
13824.jpg,16,0.7253
16673.jpg,19,0.6737
17462.jpg,9,0.8105
8131.jpg,19,0.5241
